GeneID	Length	Ngfr-P-3
16468	6158	1644
94245	1311	904
218203	2983	5440
66355	1554	567
20238	10608	985
76000	722	35
791386	3153	0
380842	1363	14
666794	3224	273
67252	3658	103
97863	1381	474
218210	6021	5836
16553	6866	5544
105283	1428	7
105193	2294	164
22017	2715	107
218214	4281	1365
110052	2602	4377
218215	4694	1117
319467	2505	0
619327	3502	0
70971	2012	0
320614	3156	135
15904	1660	2293
320315	667	29
67911	4187	288
442803	789	5
387247	103	3
387252	89	1
387244	94	1
218232	4311	266
12022	1361	0
18676	5260	4617
218236	4919	9784
68128	1461	399
75607	6613	399
18081	1132	523
68480	804	426
66329	1436	5
30938	3110	41
76895	6351	3099
75678	2776	575
66336	1054	74
407800	3596	5
66695	2354	2
27047	1751	61
18295	2540	48
70930	4242	1422
105148	4396	2148
667488	1791	0
218244	3429	0
667503	3354	0
667507	3006	0
667552	3054	0
100502978	3253	0
380882	3152	0
69211	541	0
109082	1785	226
328250	2548	0
751559	109	0
100124649	109	0
380845	649	0
100503376	2471	0
667693	3109	0
71654	1185	0
667712	3558	0
77428	2990	26
20729	4479	1821
100862200	1571	0
75124	1163	1
667728	3480	196
13610	4484	2
20418	1537	0
66197	694	105
75420	2913	969
20354	4377	1319
100502610	2646	2
23882	1081	3034
74050	3272	0
68203	4348	6
100040572	733	0
20963	5272	300
105404	2308	4
11992	1345	601
18030	1992	7383
26564	3970	14
100862222	607	0
268656	2570	1560
100040421	2339	0
17702	2162	0
13488	3529	0
14057	2811	1134
15466	2793	5
12890	4928	578
73666	2326	744
100040543	499	376
319719	4793	686
97820	2674	4774
100503805	347	118
56795	1048	441
28126	1734	811
67044	613	1905
74325	1576	4324
76577	4322	4542
105239	4410	5399
268663	4127	3
26913	4141	4
104069	1196	0
218268	1897	8
74257	1556	604
107448	3974	2984
212032	3269	8
20184	2931	1036
100504437	961	2
26919	3597	515
14186	3146	3
18193	12784	9098
19336	1865	1092
66494	1089	2270
17121	1299	124
66890	4315	5413
51791	2356	30
20505	3081	13
75477	545	1
58992	1961	1
26385	3243	1783
432763	1360	48
56320	3047	124
67399	2987	1512
27261	1546	92
72935	2205	1559
212483	4341	3067
100861617	496	0
67511	1454	1934
218271	1596	261
12328	1387	912
212880	5673	4311
78521	4652	4048
69672	1527	1207
72562	546	309
76856	1352	0
18740	2448	489
26914	2053	5539
212937	3498	32
18014	1672	0
57266	1827	2
100038494	1480	0
100040926	822	0
328258	1498	24
16198	536	0
213311	1965	55
16841	877	0
21810	2678	2053
17129	7175	4050
26946	3339	1
20745	6673	2
100503085	2142	24
100124491	76	0
77134	2678	4989
75731	1511	417
56085	3686	5002
100503697	474	1
56278	1518	352
75050	4462	172
70153	2822	1148
100503714	347	176
15387	1978	5083
723902	108	25
74386	3877	275
114304	4565	138
67585	1627	0
18212	9880	4
67269	4860	1086
319469	3154	5
78689	2631	2238
105348	3693	3626
70900	3142	0
72219	4277	0
238662	4281	0
238663	3827	0
75223	1239	0
100861875	598	0
69046	1915	579
13996	3135	96
214290	5551	3214
100503743	346	0
328263	3732	0
14451	3131	2
100503759	3604	0
69635	5935	8104
218275	1348	0
70202	1332	0
214639	1373	1
13025	1147	10
116913	710	0
13024	1394	0
21984	1372	0
100861903	332	0
26898	1274	0
104002	1330	0
56835	1335	0
58518	1323	0
56094	2493	0
116911	4221	0
56092	1493	0
64139	1204	0
117066	1442	0
100861626	801	0
100503368	912	3
623505	561	115
432812	1622	0
100861954	924	0
630579	3114	94
100503600	804	0
100041979	2919	49
100041986	816	0
71508	2472	344
77117	2439	70
665503	750	1
211378	2638	82
100861712	1596	126
435366	1316	7
751548	108	0
380850	3279	50
14120	1294	90
14121	1433	7
72061	3509	1820
100504114	2764	698
387217	74	4
100861722	1758	1845
387221	73	7
100526474	85	11
387142	68	0
14088	4292	487
19206	4305	1001
76251	6045	1833
15487	1286	0
70484	2276	129
238673	3490	526
56541	2567	610
218294	5993	398
66503	1802	90
66129	972	881
13039	1971	14198
105278	1827	318
68880	1097	0
238680	4868	0
78124	3233	0
238683	3390	0
218304	1170	1
66631	3472	2476
100042311	207	4
258816	927	0
97895	3527	4
100862013	589	0
100038683	1203	0
170936	2869	341
665738	1905	0
544944	549	0
628648	549	0
628794	522	0
628746	917	141
628709	1890	0
100861707	1632	0
76803	515	0
100861733	1691	0
432768	579	13
67530	503	1166
100038538	1652	17
66410	1486	903
19210	3424	1776
71226	1061	16
78251	3970	191
432769	2634	148
432770	2981	69
268670	3482	147
380855	2046	189
218311	2712	62
238690	2289	52
100038627	3164	15
431706	2117	1
218314	3909	277
629016	4641	220
408065	4079	106
72807	2033	141
328274	3331	75
238692	2742	265
408067	1671	120
238693	2359	170
170763	2710	154
212276	4971	300
100416706	4835	530
212281	5179	584
100862130	1261	29
408068	4504	452
235907	3960	439
68271	2908	28
22746	2218	80
72958	3274	94
320163	2987	19
212569	2321	115
408058	598	82
666185	2884	0
102402	1576	0
666272	1575	0
210009	3692	730
69577	2362	276
69315	1808	17
210044	4211	1549
210106	3997	2404
210373	841	0
78925	2665	405
28114	4279	3029
76980	2682	6
28077	862	681
67550	2122	0
74280	1044	0
75086	505	0
73584	682	0
218333	7675	3726
271127	4974	0
77166	869	0
16371	2062	1786
100503367	732	0
328287	5099	198
16372	2463	4369
78446	585	0
50916	2601	2
407785	567	636
94066	902	3
100504662	867	0
432777	1306	0
210992	1605	356
13162	3456	1
218335	2378	3515
21752	3426	214
22598	4405	0
74338	2439	1
71390	1535	0
20499	5131	4978
72293	3222	10
100862265	473	0
69716	2267	97
105246	2407	1429
71164	1301	2
72948	5090	10230
74470	3632	194
105243	2490	1
211446	4596	2395
11624	4732	0
18570	1524	2419
66945	2859	6083
67433	8615	1061
432779	2746	32
238722	1629	91
100042547	1796	30
235956	1383	144
80898	4014	2430
12380	2894	7341
18548	2516	9
751556	96	4038
192657	3652	1501
93692	1327	265
73296	4937	431
75571	1053	11
218341	2906	215
238725	2146	1
77041	3657	850
218343	5381	1297
238726	1434	9
78771	4289	174
105377	3742	474
72371	5633	253
382823	991	17
68675	4070	1047
75507	1395	1
73093	4100	3
13865	2432	4
320174	2305	3
105171	4089	9831
100043074	2220	10
319983	1407	4
110789	19328	79
80289	3128	1251
67486	3060	390
72852	3881	356
100502757	4628	19
12626	1013	1369
100628621	59	0
17260	6565	37
100502774	419	0
320203	1368	0
723967	72	0
72677	1102	0
553095	531	0
320919	2348	7
72745	2746	653
66671	1976	634
218397	5101	3381
12867	449	58
667230	483	2
13612	5358	2
12950	5055	1
13003	14689	41
100042940	2690	2
108138	1547	306
66074	10809	1081
435376	1176	0
66475	555	156
66795	1609	184
100042959	1243	697
320297	2807	3
66970	6656	2200
373852	5617	22
74156	3049	0
69085	1532	759
76722	1486	0
19418	7235	2
17686	3945	777
13361	5290	194
218440	3940	0
73942	1383	189
218441	5451	1443
79401	1602	0
218442	5319	2727
21828	3202	0
382793	6275	564
76469	11850	138
100502942	907	0
408254	2990	0
100715	1873	699
26556	5716	487
57748	8780	2850
619883	348	5
12116	2071	0
64918	2090	0
74129	2979	0
105364	950	3
11881	3989	1749
218454	4348	45
107767	3588	3151
328309	2177	46
11774	4020	2677
21371	503	1206
18420	1182	0
218460	3063	1525
218461	4931	138
100504102	1498	0
72114	1894	781
100316813	104	1
100217450	126	2
66549	3198	1981
12919	1681	0
268686	300	0
14063	2768	2584
14062	3296	7183
544963	5771	3042
14064	2464	2
75209	4252	3
67463	3033	681
271144	3315	85
27015	4226	956
68018	5363	4654
15357	4430	2200
218476	5095	8
66479	1140	0
320557	4590	36
59050	2686	1299
320806	5367	960
15212	1905	1741
13803	4743	401
100039691	3161	0
328314	1297	1
403201	558	0
110596	6259	4030
105372	4071	1068
68558	1750	567
218490	1129	1360
100504225	1542	11
15229	2461	0
70090	1186	0
68344	2252	0
380863	1155	1
218503	5119	5918
238799	5519	2667
432798	447	39
69382	476	0
69603	718	0
238803	2758	0
68927	1675	645
218506	1848	477
320893	1721	10
17755	11852	460
27220	874	0
78038	2124	820
544971	9921	3487
20365	589	265
20595	1404	647
17948	4823	56
17951	5293	21
17952	6705	24
17940	5361	1
100862307	951	98
23894	1707	552
18260	3192	1894
218518	3382	867
19356	2847	957
108143	2126	1185
76041	2705	478
12572	7598	1263
66128	716	17
26886	1239	62
268697	2316	188
69048	3179	2235
544973	411	23
619937	648	3
328324	2439	4
71174	1285	9
78136	405	0
18708	7380	14086
17079	2326	25
328329	10671	7779
76624	677	6
621312	932	18
432800	1455	124
218543	4063	2632
59079	6592	17142
75805	3780	827
218544	2716	85
66975	4833	1575
81003	4258	666
238831	2367	449
60411	1832	51
108154	4822	14
667518	407	1893
67285	1884	432
67288	1688	378
77803	1310	0
52882	5828	0
66763	2157	0
71816	3785	93
15550	4441	0
76582	4282	731
100504500	997	12
66254	2545	311
16563	4208	1950
100040322	1898	43
621156	605	259
105120	5610	8
72257	622	0
67263	5458	4526
75616	1864	2609
75597	680	230
71991	2107	256
74559	5439	458
218581	2530	33
238871	7049	1042
100862401	2397	0
100124489	81	0
100316683	80	1
67295	8500	0
100504609	444	0
238875	2055	0
20620	2802	6113
73129	938	2
238880	2737	0
73274	3624	4312
100504654	415	653
218613	5277	1763
26401	6963	5050
100504675	1799	17
77318	3577	9
16195	5452	18707
218624	3680	0
13206	2849	1
268706	8913	684
19012	1536	386
72198	3309	2914
218629	4098	1731
218630	1876	446
622408	2354	5
735309	109	0
100190765	80	0
723868	91	0
100038414	2943	5
69590	1016	1988
238896	1704	0
14938	878	2
14945	792	0
71690	2103	5
408066	8162	664
70917	2567	0
100861641	604	0
170625	4447	913
56534	781	0
218639	3361	815
319803	3687	3
17993	1534	1015
14313	2337	34
75161	1412	0
17434	1889	629
16398	4218	175
109700	5984	185
105083	1572	390
670198	1269	18
100038421	958	0
623174	354	7
16392	2526	1286
52552	3088	1173
623312	1622	1
13723	2622	9017
100861680	606	0
15165	7911	0
71100	922	0
59054	1590	701
75890	994	0
14165	4572	0
18115	3526	385
218693	4709	2969
67392	2700	1345
791300	2659	166
67304	1128	11
633640	2318	302
56838	3740	163
73480	547	0
208715	3283	5191
245269	4103	57
72465	2965	2382
100040377	1236	90
380878	886	0
52673	831	0
54382	857	0
333467	925	0
673151	1658	19
100861977	1664	12
100861753	1669	247
100861986	1596	3
639910	1426	0
236546	881	0
100038937	708	0
638189	506	0
625360	1659	4
236219	878	0
100040657	657	0
100040671	2174	0
100040682	865	1
544990	957	0
320333	1413	0
73549	1702	0
100040697	780	5
100862064	742	0
100038846	993	0
666890	1990	2
100041840	1573	0
100862069	742	0
100040859	706	0
100040870	967	0
100040880	858	0
100040923	657	0
100040852	5217	9
100040897	1206	0
100041012	865	0
100041019	759	0
545007	1815	0
100041054	615	0
623078	780	1
100041076	615	0
100041119	977	0
554327	1885	1
100041139	1022	1
100041177	615	0
100169868	1376	2
100040928	732	0
666549	1239	0
100041262	780	0
665981	615	0
100041283	766	1
673676	666	0
100041317	615	0
100041306	519	3
100041336	657	0
666800	1206	0
100041374	732	1
108978	2065	0
666772	660	0
666765	615	0
666329	519	0
666750	657	0
100041678	875	0
100036571	1146	0
100036572	1465	0
666706	615	0
100041184	708	0
100041825	657	0
100036568	2738	0
100041515	780	0
622931	1294	0
100041598	615	0
100041279	618	0
100041651	765	0
622640	615	0
100042054	800	22
100041702	1146	0
100862207	759	0
100861615	2277	0
100861646	980	0
100861657	1674	0
544998	657	0
100041958	1155	0
100041964	615	0
100042024	732	0
100041664	618	0
100504200	657	0
100041151	684	38
666918	918	0
100504413	522	0
100504218	618	0
100042100	1410	1
100038847	1955	3
100042129	849	0
100042149	2139	12
626456	732	0
100042182	732	0
100042217	615	0
100042235	795	2
545013	997	0
68308	1293	0
100041874	2149	0
100042304	695	0
218695	1124	24
286940	9067	7345
13421	3702	22
66082	2018	773
67053	2467	796
218699	2840	2197
68263	1485	1899
71393	1649	427
93732	2628	95
100861833	907	0
268709	3144	13
100504681	476	0
18300	1251	5633
74430	2751	1195
74859	1097	0
100041948	920	1551
14198	987	89
100042415	2774	49
19270	9190	2520
218734	2477	843
54713	2304	0
27062	5529	2
328354	1921	0
72003	2946	73
218739	1240	12
238939	2135	2
66231	1148	1259
246103	6853	3443
66413	1296	1913
258387	951	0
18330	954	0
16188	1394	121
218756	7389	2900
674895	3348	7
218763	1662	1
71147	3752	481
59007	2901	1498
21974	5633	7316
218772	2775	977
21834	6555	1891
353187	4640	2767
66480	1841	1178
69721	4592	283
22194	1386	963
100861885	364	0
218793	1374	296
100039452	657	0
432825	1004	0
18074	4884	9
68045	1510	2234
14702	3826	42
67509	2304	295
16529	3364	410
74571	879	0
67725	2523	512
70601	3125	1373
105428	3149	783
100504266	669	10
108671	1631	615
66242	566	518
76670	3800	59
11750	2965	5345
74843	1829	33
19056	3881	2320
75602	751	19
78787	6495	1479
100504278	1046	55
59011	1294	0
68760	3922	5
218811	4515	5851
73068	3344	1031
76133	1088	8
66121	595	466
268721	6073	5130
17423	3907	1236
12325	3703	1414
18792	2343	806
22330	5229	5925
55946	4424	970
11534	1952	430
54169	7337	2706
435391	1103	0
27389	1963	2
67630	6997	1221
22334	1662	4073
69156	2241	47
319486	2176	0
100861834	912	0
218820	4213	2867
76633	911	119
74896	976	0
791307	2731	0
268723	2791	1
16531	7827	5
620499	714	565
71228	7853	5602
105418	1492	0
218832	4683	1360
20088	875	9369
70955	986	0
75862	774	0
432830	608	1
328365	7525	6802
100526533	85	0
77592	3858	3
105675	1549	613
68173	1777	93
74272	868	1
71918	4375	83
11744	2395	2263
211623	451	1
66039	2355	16
105594	1653	0
278672	2010	2
100039484	870	10
100039175	1547	0
100039192	1732	13
100039213	1660	0
100039227	2334	0
100039503	870	29
100039246	1122	0
100039257	1732	2
100039280	1714	0
100039293	2334	0
71106	3387	63
83997	4501	4896
100039353	357	0
211922	5432	1671
11843	2042	8783
211948	3529	2532
110083	10638	113
142687	2101	21
72993	6961	2497
15209	1138	0
171463	8220	318
665333	853	2
71704	3585	2098
218850	7577	2983
320234	2951	523
238988	6083	11
100502956	629	0
100504469	1855	0
22418	4373	35
12294	3695	7
319476	7318	0
80795	1018	1325
56249	2121	1114
50905	2061	30
218865	5891	525
12289	9252	168
75901	5616	1838
21881	3207	8649
100526475	60	0
18753	2775	4804
328370	2372	565
54650	8122	1365
69179	3738	656
66175	1179	19
16427	3145	9
16426	2819	3
16424	3077	0
23955	2714	557
69019	1006	1687
76485	2521	805
30877	1884	1873
100217431	59	14
100217423	54	22
66923	8117	4959
66487	403	116
70021	1410	101
192187	7995	124
100861939	591	0
64652	5586	9728
21924	703	3
218877	3686	1
71838	1984	262
104416	3406	2442
110084	12872	56
12339	3562	2796
24056	2482	224
67011	1905	594
74427	4238	2052
382864	2835	1
56794	2618	322
26363	1942	848
105522	5229	1500
320621	3897	0
78754	2341	13
105638	3016	985
218885	2062	424
17695	522	0
27057	3577	361
53600	1162	95
26430	4391	1814
239017	3449	15
67085	398	7
12647	2810	16
20508	2414	0
319955	8422	1502
320321	2780	0
107751	1550	0
100504518	5547	39
69069	1473	10
105511	1694	0
320736	2743	1
545030	9681	65
67580	2717	7
622657	237	4
239027	2598	161
100862308	2257	2
26419	5756	1336
268729	4113	4
19256	3090	1
14560	2512	0
12165	2988	0
19661	5276	0
382867	4301	0
432838	1903	0
105518	1338	10
239029	2126	5
11752	1871	23052
19065	1903	4
432839	1601	21
319508	4184	5
75698	3454	320
14661	3158	5490
100041231	632	340
69134	367	1
20618	732	162
105450	3935	7
12166	5332	8005
78243	778	0
24131	6016	28
30044	2869	1
218914	4585	4678
14803	3428	2
723847	98	0
239036	1162	0
218921	839	0
72972	7540	2715
57811	1659	0
239037	4317	0
239038	2781	0
170677	4304	7
70045	756	7
66092	3081	5855
18183	4036	0
75170	927	0
100503038	2706	0
73591	396	0
328381	1296	21
52588	2476	3440
100503457	841	10
70564	1537	999
71200	592	10
69496	995	2
11720	3208	84
20387	2775	625
17194	923	0
20390	1326	2467
666186	504	0
100041722	613	0
100042114	654	0
666376	504	0
666207	504	0
666214	613	0
100503856	844	0
73553	912	0
666233	606	0
100040771	759	0
666253	873	0
666298	636	0
100504358	672	0
100042055	847	0
100504444	504	0
100042130	555	0
666420	672	0
100041106	1566	426
666485	504	0
71826	883	0
666502	549	0
100861719	549	0
100042342	836	0
666561	672	0
13586	713	0
53877	462	0
93725	471	0
503844	708	0
630952	444	0
13587	716	2
74954	1289	0
666647	621	0
666660	792	0
666675	792	0
666678	672	0
385138	899	0
666723	792	0
666744	1240	0
19214	3187	1
100124437	69	0
73895	2282	0
19217	3768	0
70561	4028	157
70713	2444	1
50527	4418	786
100503256	404	1
67089	1564	2229
100504523	569	0
56291	4258	74
54342	2536	344
218952	3243	868
67651	735	0
114874	5198	1349
100628600	93	0
320367	2557	0
666834	504	0
218963	703	1343
100041724	676	3
12159	1994	546
100502795	693	0
72391	773	73
12793	1484	1957
63985	4171	2489
328388	2919	3
68755	1202	680
74480	7422	285
14528	2764	182
218973	4174	326
67296	2154	683
218975	4493	2187
16854	1406	25159
218977	4642	407
78938	3634	1178
100504663	3451	698
16709	4485	6539
73961	825	0
93834	5849	1002
624367	1599	1
218989	5218	1515
18424	1737	0
606497	743	0
100041864	684	60
66770	1629	0
218993	1115	0
105504	4659	2163
74385	3165	906
70646	4597	1558
67082	1167	2
75288	1881	1
67419	2748	141
258487	1582	0
259147	1006	0
258485	1006	0
100041975	219	0
258314	1110	0
258313	966	0
258316	1035	0
258039	936	0
258275	972	0
258486	957	0
258360	981	0
258659	1044	0
258657	994	0
258658	942	0
257909	1065	0
239081	3162	0
258660	939	0
258662	936	0
258663	930	0
258661	936	0
258233	1144	0
73889	600	0
258422	1120	0
219019	936	0
257884	972	0
258296	1175	0
258295	945	0
258264	955	0
258113	924	0
56858	1021	0
219022	3653	1016
239083	1508	0
85029	325	3
11546	1788	1007
21745	8163	1112
546611	1602	0
328399	2046	1
66246	1608	559
11792	1307	186
219024	2753	1066
18950	2941	2051
667034	1223	23
75019	1665	0
328401	1187	0
497113	579	0
497106	438	0
404319	1132	0
11727	1275	680
58809	1996	5876
219026	1257	4
78416	1072	7
19752	970	0
54159	759	0
11731	438	0
503847	462	0
93726	691	0
75377	1140	0
638695	1157	0
669149	2574	0
22301	2942	0
434459	1581	0
545047	851	0
219033	695	0
278676	1461	54
93719	713	0
52535	1623	527
214922	2334	5
29811	2157	1199
219038	628	0
497071	614	0
268739	5643	1336
100502764	713	19
69890	3317	3121
619301	1227	42
258420	936	0
15381	2844	6028
77945	5213	92
114741	4491	2662
67772	8190	5749
100217445	99	2
100861840	254	73
76338	2756	335
268741	4458	2407
56335	2021	902
50524	5336	321
258008	942	0
258424	942	0
258268	957	0
258423	1039	0
627171	332	0
57271	1010	0
57270	1868	0
57269	1679	0
100042372	330	0
667441	417	0
633740	343	0
667449	338	0
671652	337	0
436539	341	0
100042410	337	0
627394	338	0
100042419	335	0
277146	340	0
382180	341	0
667476	337	0
671927	336	0
667481	338	0
100101486	332	0
100042444	348	0
640196	343	0
627273	329	0
100043177	341	0
640931	323	0
630415	364	0
436468	349	0
100042470	338	0
328482	340	0
100042479	328	0
100043197	338	0
100038850	338	0
667542	342	0
667547	331	0
100043214	364	0
100101491	342	0
100043202	343	0
667574	220	0
195296	329	0
667583	346	0
385047	335	0
320734	334	0
667596	337	0
667604	337	0
547329	326	0
639655	338	0
634322	361	0
636127	340	0
279872	339	0
100126451	336	0
667626	333	0
620297	341	0
100042560	343	0
667635	329	0
100043218	341	0
100042568	331	0
100043204	364	0
100126452	352	0
100042574	334	0
667660	330	0
100042579	331	0
100126454	277	0
100043270	344	0
100043274	340	0
667681	347	0
100042593	331	0
193574	364	0
547424	352	0
100043282	343	0
279882	340	0
100042607	331	0
100042614	347	0
100126456	368	0
100126457	341	0
547328	337	0
100126458	337	0
100126459	350	0
100126460	331	0
100043308	361	0
634132	332	0
100126462	334	0
328483	338	0
547420	337	0
100126463	339	0
386450	341	0
674098	307	0
627324	337	0
100126464	338	0
667765	333	0
100126465	344	0
100126466	343	0
630061	329	0
630086	341	0
100126469	331	0
436467	364	0
386446	352	0
436479	330	0
100126471	328	0
100043322	344	0
654836	347	0
638566	331	0
667567	451	0
436545	349	0
320898	343	0
630461	338	0
100113414	331	0
21507	347	0
100113413	368	0
213480	341	0
432910	336	0
193587	337	0
195297	350	0
100113412	331	0
547330	361	0
211027	343	0
219060	328	2
627777	341	0
547427	328	0
547428	341	0
100101940	332	0
627813	337	0
100101942	348	0
320913	348	0
100114901	345	0
100114902	9	0
100114904	16	0
100115376	51	0
100118398	59	0
100123473	1105	0
626545	349	0
100124293	62	0
100124294	63	0
100124295	63	0
100124296	63	0
100124335	66	0
100124336	66	0
100124338	63	0
100124339	59	0
100124340	61	0
100124341	55	0
100124342	61	0
100124343	60	0
100124344	61	0
100124345	57	0
100124346	64	0
100124347	55	0
100124348	61	0
100124349	63	0
100124351	62	0
100124352	60	0
100124354	65	0
100124355	58	0
100124356	57	0
100124357	66	0
100124358	57	0
100124359	59	0
100124360	60	0
100124361	65	0
100124362	59	0
100124363	60	0
100124364	57	0
100124365	56	0
100124366	60	0
100124367	60	0
100124368	57	0
100124369	58	0
100124370	61	0
100124371	66	0
100124372	63	0
100124387	61	0
100124388	60	0
100124390	57	0
100124391	59	0
100124392	59	0
100124393	58	0
100124396	59	0
100124397	62	0
654839	62	0
100124398	63	0
100124399	66	0
654838	66	0
100101484	927	2
13135	3735	1663
105501	2749	4078
18348	1030	3
69089	2534	1515
20540	2506	222
68836	412	1091
17387	2597	5018
65107	3013	5082
140743	1887	45
27374	2641	1559
219072	1587	219
16475	3503	8300
74359	2585	395
19173	871	709
751525	109	0
73902	4247	1
239096	2728	188
56215	4967	7959
75913	1461	230
58248	1889	697
110794	1238	0
50934	4034	43
239099	5827	350
105651	1852	262
12050	3461	2332
54196	1793	3279
59049	2294	898
13644	3571	2087
140806	1064	6
67272	890	0
17888	6079	1
387204	83	0
791403	828	0
140781	6054	369
100124433	77	0
68966	1201	1132
239102	8725	672
432855	2487	1
105663	2839	657
11766	2673	930
319984	4489	1
71412	1273	0
667952	531	665
28200	1658	872
268747	4598	27
12891	2289	0
18185	2468	0
100038376	4874	0
74551	3400	938
28199	2703	3854
68680	912	0
19186	977	2712
85308	805	168
19188	977	650
268749	3381	1420
16391	2688	2619
56739	2055	88
75751	3611	2179
74140	2516	2355
100861981	382	0
71099	1420	7
67881	1802	999
18002	602	542
105446	1544	798
28113	1739	593
21816	3006	1117
56187	2547	1337
52585	1471	1153
67842	3828	722
12684	1176	2
57260	1439	19
16995	1392	36
104110	3395	1
56532	1965	144
73181	4019	577
277154	7413	1364
56410	4723	13
219094	3876	1585
654795	1227	1220
17228	1076	4
17223	793	0
545055	947	0
545056	1189	371
17224	1028	0
17232	2000	0
17225	971	0
17227	990	6
17231	839	0
13035	1002	0
14942	923	0
14941	937	0
14944	910	0
245839	954	0
14943	909	0
14940	934	1
14939	1418	0
192113	3951	36
100038506	2719	0
30054	5148	16
219103	4363	432
328417	6391	3171
75339	2939	1018
100503823	2171	198
66645	2375	885
219105	5541	2948
100503842	1225	43
76007	6876	5752
432860	2385	0
14611	1411	0
14619	2404	494
14623	2476	13
68631	1410	1551
668090	392	110
21821	3079	822
239114	1222	52
68043	836	277
67518	532	0
57258	3456	619
100862055	503	0
50523	5554	1732
20220	3458	787
100526476	64	0
219114	2260	113
67840	2321	412
75965	5173	2388
68514	2310	2033
14180	4139	1
67932	1067	0
380907	626	0
71330	3903	1049
628693	898	1
219131	1354	7
236451	1163	36
219132	2686	881
628705	1590	56
239122	3034	500
69008	3037	5937
71891	4128	912
219134	3146	55
50769	3685	22
71844	2394	1651
751526	110	0
219135	3837	2702
72125	2718	0
100862065	1269	0
219140	7517	2049
239126	1903	2
100504019	351	0
70478	3582	702
29820	4777	2664
50720	3343	7
24053	3515	1
100046950	1052	0
67355	798	0
219144	1482	8
68177	2077	165
16648	4167	2350
75349	677	0
66674	1690	1103
66597	1699	1545
668253	1694	371
328424	1832	80
100504051	1237	32
387134	93	0
387174	84	0
100316771	119	0
239133	1332	0
67153	1457	710
239134	2717	1
545062	725	3
629059	3557	2
319433	1402	12
18130	4998	1947
71000	891	0
268752	2011	572
432867	445	0
654465	359	0
654458	408	0
73670	1002	0
619548	614	0
72609	1746	0
13030	4743	14793
14137	2863	753
382913	1914	14
14463	3393	1
12143	2475	0
219148	4235	119
58865	1881	1
210376	2408	1101
219149	2538	8
100124452	79	0
72400	1351	457
20680	3266	17
67750	1033	0
271209	6759	0
71037	1015	0
100504162	959	0
78176	865	0
73382	1023	1
110265	1937	617
78271	3011	1
268755	4039	0
387233	85	0
100526520	87	0
16554	5603	2621
219150	2931	839
210925	2709	1276
54616	5978	1973
14365	12742	1042
50759	1229	53
380912	4229	1677
18155	2157	0
74195	3042	1421
100503545	2567	0
71145	5596	2
52033	1646	301
71988	2899	293
67179	2227	1018
68584	1173	1
219151	3405	88
100504279	652	0
12759	1808	906
268756	2265	0
11495	2551	0
13850	2035	48
110902	3527	1
19229	4034	702
100043676	4552	0
69303	771	1
66854	3684	1312
56471	1232	0
100504326	557	0
11549	4137	0
791407	1887	0
12934	4432	105
432870	2156	1
239157	4518	1
12177	3237	2174
71978	4037	3785
13592	4342	0
628416	2018	2
73977	776	0
100038671	1888	0
108912	3932	352
105440	3307	1179
14714	522	65
68813	10335	1619
18039	2009	2
18040	3230	4
100043072	1851	0
11500	3469	2
58860	2412	2161
13522	3863	7716
20855	3743	11
73554	569	0
18092	1156	0
18095	3137	1
67712	4162	4492
239167	3001	0
100504477	521	0
67464	3084	44
100504489	1650	0
100862072	2421	0
100862085	633	0
100504453	4540	0
100862375	3734	5
94352	5180	1
791405	3827	0
71843	1725	598
105513	2706	1609
21933	3179	1310
246710	5231	1716
73523	1252	0
13655	1416	1644
57784	1727	961
219158	3705	2639
268759	1986	438
213019	1651	2403
20410	2914	6251
19057	1948	548
213053	5208	454
57746	4913	6
67065	2156	775
723838	82	0
105653	2789	1127
12153	4454	1931
20389	804	2
213469	3181	38
72549	1670	2151
15460	5482	3920
213484	3716	700
239170	4034	1651
13829	4910	902
14171	1687	4
100861616	887	0
328440	997	10
65246	15118	3049
13449	1717	15
73648	1357	0
14586	3462	85
100043132	677	0
74667	1548	0
675947	4074	0
319448	6136	3541
668489	1288	3
70086	1802	2
105670	3857	2854
19645	4625	1546
751541	89	0
67168	2468	2440
16432	1773	38921
100504566	2920	92
67381	1304	774
214254	2592	28
20916	2108	2318
100503116	767	0
74425	1660	0
15558	2971	0
13885	1618	2085
380916	4707	2703
100038618	1669	0
100043169	1456	0
271221	2651	2
70859	2519	9
18826	4337	3408
100043176	932	3
56373	1477	0
67302	6151	2323
380918	905	0
67926	1836	0
75272	869	0
338337	4222	2712
67554	1706	704
100043189	1363	66
22070	894	3353
100038852	313	18
100303751	112	151
68705	1467	719
668504	1001	188
67516	3015	0
67467	5448	1970
27275	3974	710
21807	5160	55220
100503222	1966	103
75789	1658	2
72661	1039	66
73272	868	3
210808	2419	145
108811	1721	72
239188	3555	9
100043755	514	83
629678	1163	0
380920	1354	0
66148	648	318
108670	2322	124
100502638	2210	0
219170	2238	8
100316715	106	0
21943	2235	0
219181	9416	2804
380921	4161	631
219189	7195	2063
105590	2751	6
100861718	340	0
66214	914	280
66897	3875	1055
211253	1862	185
211255	4529	703
432879	2982	15
22380	3452	1293
13709	4217	8084
67955	1951	1198
16840	1436	0
73989	1080	0
791080	98	0
18530	4003	0
100038734	3389	0
380924	1640	0
219228	9509	93
319903	2056	0
75155	622	0
56419	3516	235
219249	6139	1542
219257	5237	40
328451	3224	1115
74967	1479	0
211712	5525	366
