GeneID	Length	Ngfr-N-3
100043814	684	0
668742	684	0
76965	4252	1
239250	4242	1753
622052	684	0
75409	4807	128
192885	2729	0
75822	1895	0
723905	84	0
387135	96	2
723891	82	1
387139	107	2
751527	87	0
75957	2339	103
751549	80	0
103978	2885	3
75088	561	0
23888	6762	78
100503703	2730	0
13190	2263	17
76355	2265	641
58245	2877	1067
223227	3798	6590
668814	622	0
73306	893	0
239273	5895	6570
58187	1446	1669
66573	4476	303
100037258	5190	5990
66435	6514	144
50787	1784	12
75432	439	1
239283	3732	2
105559	4553	3609
100503814	770	2
76108	4174	1007
100862014	669	0
70572	4595	3531
223254	4857	2308
320268	5266	443
223255	2574	1716
56643	3123	1
105445	8881	7040
68889	2154	1129
110168	1310	3
321019	2942	26
223262	915	0
319727	2711	58
68059	3062	6913
69634	1241	660
68245	468	0
328479	2541	8
65100	2383	2
69248	1149	0
22772	2967	0
100038380	1593	0
110821	2603	2220
223267	1079	350
654799	3595	23
70551	3390	636
380934	2281	0
338370	7115	18
223272	2357	4
14169	3442	21
69393	423	0
20363	2216	8106
100039139	798	9
14600	4425	837
106052	3446	573
106064	5084	1871
328489	3526	1
414066	4622	30
67041	3482	3050
100862317	649	0
239318	1896	2
12274	2841	2
223825	5232	0
109828	2709	4
239319	4531	310
67281	867	1452
100302529	60	16
105787	4655	1561
67515	1832	665
19219	2966	378
71432	1166	1
13132	4631	27
12279	1767	0
23880	2677	164
78757	9314	2271
18414	4835	1007
16880	10333	879
268780	4778	4
14573	3509	1
545085	2151	264
665556	741	2
170762	6404	704
73692	10469	781
71175	8965	4802
20512	4206	94
223332	3961	11
68646	3732	1063
27401	6197	109
320506	3046	733
100505224	608	2
105887	2250	0
223337	2196	0
75568	946	1419
16197	3210	34
320277	2995	164
19116	13415	1
268782	1825	0
78244	2053	1167
67832	2654	1279
19355	1500	158
100862295	541	0
75777	1931	1
75646	5009	2221
100038608	3468	13
75259	4350	210
100502601	870	0
81799	2569	0
17117	2575	378
22293	2983	0
239336	4252	1
239337	6234	18
110960	2636	2466
18162	6927	82
381002	757	2
73339	840	0
20024	3321	4264
22763	4596	4380
100316684	83	5
100040052	321	185
268783	4518	2307
66629	2608	8775
68070	13413	1719
100862396	1265	39
669751	207	0
77877	5474	847
14000	4571	1742
12563	2632	4
12565	2903	5
70886	2309	0
320873	3405	8
64833	1537	126
215654	5639	1
545091	1165	6
320865	2744	1
100040529	2057	0
223413	1941	0
100862086	485	0
70350	1855	2925
432939	2882	0
17909	8098	2997
66270	3346	2420
52521	2803	1192
211147	1547	0
448987	4616	132
622531	2490	0
100038662	1406	0
11732	3498	857
223431	1897	0
791293	3127	6
432940	1491	559
223433	3068	46
223435	11497	2118
328516	3433	2
110082	15616	1714
100628607	74	0
18163	5947	41
73784	804	0
223453	1481	2678
67434	8600	958
252967	910	131
223455	6236	4896
69574	1041	393
12465	1769	5220
68073	1166	317
57254	1006	0
100616095	1483	211
66835	88	2
20356	10809	91
15529	3313	944
54381	2013	786
73486	731	0
75880	1006	0
239364	4009	63
67154	3680	3040
100503407	1497	8
114128	1897	2792
17181	3520	119
77358	572	0
19946	629	1153
239368	2376	26
15473	994	331
67724	3393	132
223473	3825	906
71637	1096	1
16539	4360	0
56274	2911	1270
107587	1710	3674
100126269	731	0
666173	13371	3723
100316736	88	0
100124469	78	0
12864	503	2029
626596	4008	258
78803	4035	32
17749	619	27
26942	3219	233
30945	4276	2143
68839	2480	1227
66696	2695	276
18458	2820	12462
22631	3926	3244
100505062	1257	4
100038735	2047	12
100862212	488	0
68036	4417	2476
100503499	1130	1405
252973	4947	6206
52589	4051	303
100503538	1826	2
74892	587	0
382985	4513	951
100041478	522	50
70790	9790	6417
100503601	687	0
18285	1105	0
21847	3045	3825
54375	5028	4941
69679	621	2
66335	2098	1341
118452	2315	1
14368	4140	1040
68588	1164	50
69906	2945	630
223499	1542	1036
116838	7940	146
75766	1993	11
64705	2884	1
100503072	2594	0
239393	4064	616
105976	1868	0
328531	2053	4
432945	1459	0
22762	4974	0
170719	5074	2893
100503540	2387	2
223513	1762	1
11600	4078	589
100503767	2214	0
239405	3340	0
16341	1541	2974
100038728	668	0
66736	1245	1018
239408	1472	0
22045	3976	0
67429	3447	996
223527	2429	1443
192190	12750	39
55960	1564	1033
319613	3602	459
69659	862	1
239410	3350	29
432950	342	1
67498	4496	7
71120	855	0
74726	1298	0
75281	1185	0
239420	13022	0
83925	10204	1419
100316685	90	2
100502643	1874	0
68135	1228	3739
78581	2917	255
19357	3605	3868
239435	1348	7
239436	1906	0
100039748	726	54
69790	871	344
14042	3464	1142
100503094	3793	1
320679	934	79
100628567	75	0
665097	1222	0
18383	2818	26
383032	405	0
239447	4587	1
105853	2775	10405
18133	2366	1098
18606	3398	26
100862169	768	0
319944	5033	1063
72107	1309	8
100503794	935	11
97998	3437	746
12818	6448	93
73334	817	0
68537	786	605
105837	4451	149
20649	2153	1184
15117	4244	808
594843	485	24
210463	2368	0
387609	4374	1241
319829	4025	0
67819	3145	607
100504341	1571	4
210544	4206	313
239463	2089	7
75758	1309	446
22770	5212	1674
70472	5683	632
76773	1324	540
67731	6936	2954
268807	2212	39
69787	1162	21
210998	5621	4068
631797	5672	1529
74868	3644	1122
546638	540	0
68260	4133	192
75841	4348	1288
69694	1366	223
100502741	896	18
66218	651	1451
211401	5140	1219
100416830	1098	1
20775	2748	1591
223593	4018	1401
68501	3283	439
211770	4026	5975
100503021	1861	3
71088	1753	0
399603	5563	4474
320469	5130	217
117586	1823	0
432956	2513	0
17869	2399	799
19296	3074	5
67552	1911	8
432958	632	0
73994	1125	0
83492	2382	0
78462	813	0
331063	2312	0
74236	1133	0
270328	2142	6
665769	1025	0
74548	2084	0
74460	1930	0
223601	3800	765
100861767	521	0
13196	4582	461
71603	2805	1
11514	5039	0
76740	5210	2396
18256	1799	2
654498	2262	0
110862	2878	34
54562	2084	176
213068	2931	71
239510	6670	2883
21819	8437	5
20491	2886	55
22402	5022	3
17988	2890	989
100040667	3197	4
20442	5784	1278
69334	1039	0
380993	4468	217
387226	96	0
387228	82	0
13992	1894	176
100504454	570	0
100503580	4789	0
70363	4623	10
69700	6128	2
100503602	481	0
223604	1209	0
76510	7476	1884
353342	4721	1659
100041120	207	683
93696	851	696
239528	8031	1874
100861801	692	0
14083	4991	2134
387169	68	0
100040929	870	3
105841	5299	635
106068	4775	2758
100503661	1549	1
239530	2141	8
19245	4619	736
268816	2242	0
100041273	454	0
100503729	708	0
107831	6227	30
69439	3549	0
11838	3057	3304
16469	5529	191
66769	1214	5
72373	856	62
223626	1488	372
57277	525	179
68311	492	34164
69462	464	11
23936	3952	2250
17068	691	201
78725	1594	133
76486	773	787
625599	895	0
15202	803	0
110115	2398	0
13072	1625	1
67038	1887	47
17069	2301	54915
57248	878	114
110454	828	12195
17067	1647	156
100041546	801	10
546643	772	1
546644	405	0
223631	1470	9
17071	877	0
100041107	495	0
105892	857	0
23934	1368	16
68453	797	3
22701	3737	107
100503873	2847	2
72665	1766	12
72960	1895	222
14787	2286	65
378435	1080	8
223642	3338	194
100861886	367	0
69146	1776	325
223645	2169	28
223646	1890	866
66656	2847	2585
105734	4801	60
66194	1353	440
22122	1312	984
78834	2486	587
69020	1816	299
223648	2414	170
332110	1930	555
105732	4628	2974
432964	1123	94
105782	5547	3419
67959	1960	3584
223649	2496	3539
223650	11474	899
271278	2640	5
100503893	240	4
18810	17515	9938
100316774	63	1
671535	3395	919
66168	1693	2365
100038659	971	0
74281	1605	0
100526548	90	0
100503915	1823	11
75475	3970	1047
109075	1789	432
14731	2036	1389
66445	1194	2225
106025	1733	1096
68877	1749	1552
59053	1967	203
73542	1514	0
223658	6983	2563
12181	2476	1141
20289	1136	16
15499	2018	1312
13350	1755	578
170729	4010	2
666504	858	0
30840	1719	819
52710	2700	329
268822	2035	559
94230	4516	2434
72027	2226	5539
66914	885	2488
72749	4207	245
54151	2425	1724
16581	3143	451
100861904	462	0
14106	1208	0
73062	2623	2253
76282	1750	2325
69572	2169	124
79456	3922	88
223664	2277	494
378937	1904	32
223665	1821	338
223666	4587	971
71591	3514	785
223669	2755	2527
66398	998	301
26961	862	13596
239546	2298	40
117171	1092	549
17189	1252	7
71939	3359	1
93686	7358	2431
100042318	135	0
75761	2392	517
223672	1573	541
278679	2227	0
245282	3033	0
626615	1132	0
108956	2044	0
76409	553	0
328561	1986	0
666661	8431	0
328563	2057	0
666348	2227	11
71898	1595	599
239552	1838	23
17886	7371	18406
56551	1282	2315
239554	4891	27
55944	1910	1542
100504021	4343	30
12300	2887	0
100861922	355	0
67042	1014	247
19293	904	0
17972	1454	15
12984	4619	18
12983	4765	42
100504034	407	0
73376	1241	62
22117	1096	17596
246221	1522	1887
72844	1574	1028
71753	3192	19
16185	2697	133
72709	2428	130
20607	3928	2
19354	3036	147
72318	2791	76
207393	4865	2
17305	1834	48
105844	4728	3483
104445	2542	610
107753	592	5
106039	3034	2864
100504071	605	0
100038696	1506	7
20401	1900	1181
57028	2001	65
16852	800	36
97961	1993	498
110253	7736	963
100038602	712	3
654469	1377	0
14958	2293	2480
26912	2977	399
14429	1245	0
223690	1878	791
223691	1893	3315
27008	6693	1510
27660	1253	74
69833	520	882
20665	2713	1
100041655	680	0
100038573	3753	0
18693	2185	942
57274	1791	45
207495	2072	308
53357	3725	1241
17133	1800	4604
223693	3455	2587
100316695	73	2
27373	2760	2056
100503109	3778	20
16520	2152	3
105785	1414	773
67040	7071	12237
13404	2192	12
75729	5187	187
73739	1119	478
223696	1024	1506
74158	3394	1643
14904	3398	1752
223697	3809	2070
100504191	5404	42
54152	1476	790
504193	4873	0
73340	4949	10
494448	5449	5745
100038357	2556	0
109361	3607	179
80287	2459	2586
52609	2893	1854
18591	2944	294
27367	1361	2163
100302601	77	26
100302600	48	4
20972	4465	1321
66513	2932	1046
17309	4665	33390
239555	5086	698
11911	1725	8022
100861991	585	0
66538	830	350
239556	9794	1
383075	2110	0
17444	2919	25
213956	2993	503
106059	4502	26
213988	17528	2726
100628612	82	0
11564	2109	1324
105835	2997	4460
223701	4613	944
67638	1094	1
207911	2189	0
78102	928	0
20524	1667	2644
70356	1622	2487
321003	3236	395
57755	1186	2
56438	1655	1389
383080	624	0
328572	8749	5647
214669	3430	812
214685	2547	34
19387	3002	1575
20286	5958	2939
100504312	1116	3
21685	4458	5296
57259	3994	3241
68479	1648	701
11429	2768	5560
78929	2514	425
105859	2490	221
29858	1239	1713
66346	1024	0
28075	2911	1025
14375	2113	620
20826	1257	601
328573	4673	0
74369	3991	0
76457	2046	288
20788	4570	5419
723897	69	0
435145	1804	74
72049	1906	2
66570	1342	78
76505	1904	1
24050	4731	13
74716	1318	1
17939	1913	2553
338368	2745	16
69029	585	1652
67130	560	343
100862061	465	2
56448	2772	22
545123	1590	0
13101	1647	0
13105	1651	0
545124	1266	19
380997	1624	0
223706	1622	0
68444	1646	0
627860	671	0
71754	1102	0
76279	1645	0
21411	7354	2730
21378	7979	5
100504637	1116	51
100526477	79	0
106026	2200	0
74039	2759	16
68607	1367	374
74778	1950	820
73826	3249	3003
104307	150	0
109754	2031	9978
100504676	694	29
239559	2175	17
66251	2618	3329
69291	6003	281
23970	3880	2454
319953	2074	305
12124	943	488
223722	1893	452
12257	856	1654
223723	3770	717
64706	7824	9
223726	3255	6
77627	5111	139
29859	2383	6
75772	1694	0
116939	4649	26
68653	1673	1447
170736	3705	15
64099	2812	56
72301	5917	1
223732	4426	149
109270	1835	10
328576	1237	1
73167	1549	365
271305	3727	122
18141	4749	2183
223739	5032	926
100526461	98	1
22270	1106	28
73225	3739	225
140557	4040	5
100502582	462	0
67747	1652	47
100502602	1165	0
14114	3359	198
100861793	506	4
54138	2425	3620
328577	1161	0
223745	411	0
22422	4415	3182
105975	2976	291
723966	95	5
387245	85	8
19013	7528	413
72355	1057	524
18766	7058	12
239570	3751	1120
29870	2780	204
72026	1520	334
12614	11050	9952
223752	4447	1186
223753	4546	587
223754	3229	887
106014	3041	58
328579	2778	0
70073	1241	0
223770	5137	3518
223773	5374	185
223774	2156	511
76737	1364	1101
223775	2419	5025
100502684	1457	1
239591	2976	10
170790	2329	2
667558	653	3
83456	4052	0
406218	3412	13
69120	654	84
67976	2386	2359
223776	2360	528
328580	6957	727
170787	2705	580
29857	1890	1863
19094	2444	1234
140570	6556	16622
69440	4611	437
71474	4341	845
77980	6268	2421
223780	1046	3
56727	1047	0
105847	2906	1013
52683	3315	1985
100126824	1145	0
72962	2034	118
70113	1040	262
546648	1818	0
75459	553	0
100134861	4527	0
12895	2894	3
12651	1922	35
60597	3539	9
11883	3491	549
100532730	1906	10
58234	7131	33
11434	1504	0
68708	1646	614
100502796	930	3
54526	1845	16
380959	3727	1326
100038621	977	0
66871	3715	239
20738	809	0
16564	6454	2874
635871	1723	0
26874	5540	0
545126	2041	2
239606	6541	88
66725	8230	297
239611	9018	4
223809	2977	1
12805	6184	1
239618	4284	0
67740	1754	0
223827	6534	1022
67057	2318	322
67197	826	524
223828	4023	933
106042	4085	15
100502901	770	0
77248	1131	0
328594	1071	0
223838	8772	5
78895	2848	173
266632	2825	645
19230	2973	3193
320709	2781	365
100043315	1006	1
54003	3367	0
223843	2271	0
791370	2618	159
105722	5711	2761
100502979	737	46
402773	6216	0
100043335	1610	1
70040	3631	2
319722	6712	21
77044	9029	3199
72193	7724	4819
105727	8391	6270
67760	4628	12892
69354	3932	16
105827	3214	121
239647	2202	152
71919	2260	532
19011	2718	5
223864	3834	42
100503050	988	2
67739	2526	3157
56233	4960	3592
22337	4354	510
380967	1635	1229
12824	5133	63
223870	6400	1082
18642	3051	998
78541	2278	560
239650	2329	2
545140	2083	0
634104	1776	0
629524	1451	0
70069	1326	0
239652	3673	92
257943	960	0
258278	918	0
259038	930	0
73302	824	0
258449	928	0
258277	936	0
16770	733	0
258502	933	0
69612	2110	329
100217417	118	6
100503377	1587	63
100217416	112	1
12455	2175	686
100048895	3428	52
73863	566	70
11512	6033	4559
12297	3120	576
74351	2814	2103
223881	2203	110
105833	1880	170
66120	736	18
11842	3481	4379
22410	2227	3
22408	2371	0
13199	3740	2
100049164	2467	21
19082	1639	705
381022	19827	4932
69159	1213	28
13363	2367	0
74775	2167	489
100861967	1494	3
100503512	1197	0
22143	1564	37
22142	1591	128
75951	907	5
22146	1977	300
100503555	1138	0
19132	1865	1
78733	2266	77
239659	717	0
72778	1464	6
72572	2058	767
16512	3583	154
51812	1916	395
73600	388	7
545136	3187	1
54614	3159	1070
22379	4410	249
110213	2803	34910
380969	4854	280
75284	1271	101
72393	4520	242
11827	1416	38
11830	1551	24278
11831	2060	6
26934	3065	353
11419	3764	155
83797	3153	764
14555	2786	1732
66379	723	1159
71949	2010	2369
65970	4429	3848
100042918	393	147
72277	621	1
207214	6738	2624
70281	1121	7
239667	9063	1331
11908	2329	1161
75002	1349	1
100503618	338	1
70152	1883	30310
668178	1446	55
393082	1779	110
554292	1449	2
380975	506	0
18174	5637	4503
432982	2320	22
68614	2579	510
207785	4126	230
21422	3192	613
19009	4575	178
78445	878	26
23994	1822	8240
207818	1145	545
109901	1106	0
207839	5769	463
619313	961	1
59033	11793	211
20273	11324	14
668225	4206	396
208258	1448	2
11482	3625	676
11479	3277	1996
380977	1776	60
105968	583	0
56149	2014	1730
15370	2477	68393
68118	1230	851
77717	1967	2
74127	1774	611
100316694	83	3
110310	1586	10147
406219	1826	256
66322	903	15
64818	1857	1
16679	1960	3
100126226	1757	12
574415	282	0
16680	2570	2
114566	2100	0
239673	2534	29
109052	3268	371
432985	402	0
432986	717	0
406223	1659	7
432987	2961	0
16688	2237	22
16687	2258	483
110308	2190	8740
56735	2174	0
406222	1589	0
105866	1563	0
223915	2154	0
16681	2613	0
16678	2447	91
406220	1719	4
77055	2312	2
16682	2133	15290
223917	2097	33
332131	3434	44
16691	1805	30871
16668	1400	22955
100862030	494	30
75705	3854	8447
209039	4707	4820
223918	2437	1301
16012	1289	13
223920	2126	15
246277	2265	2415
68744	3740	2333
16421	2674	317
19411	3210	4076
106073	1742	979
105988	6630	142
56612	679	2848
60315	1480	674
223921	1816	385
170574	2284	0
20683	7818	4379
110542	1947	4
66151	1229	2976
18521	2880	6333
26404	5528	361
21357	1790	207
54615	1002	57
223922	2855	536
100043600	1126	3
67942	647	36
751542	75	3
67488	2824	3918
15422	2433	0
15421	843	0
100503872	2222	0
109663	915	0
209448	1914	0
723958	85	0
15427	1719	0
15426	2369	0
15425	1592	0
15424	2730	5
751557	92	0
15423	1983	44
432989	1324	4
71726	3611	571
12419	8986	2882
15382	1918	580
18022	1669	6
56447	1665	1474
724064	97	0
100862049	791	0
80910	1551	1
29813	2291	268
16402	4367	141
74174	723	0
223927	723	0
105855	4717	92
100503932	3335	1
18574	2954	23
58200	1295	1
14663	625	0
20771	776	0
20770	639	0
258859	942	0
54483	3281	0
74120	3242	1144
18312	939	0
385674	5942	83
71063	5630	328
74763	2425	2046
73261	1097	167
76779	1595	554
268857	4080	33
52864	5706	597
13419	1305	43
68015	2297	2137
12914	7507	2438
76397	936	0
436332	1977	2
11515	4457	350
106393	4978	41
83383	2113	172
83396	3619	454
66449	552	35
78885	3488	749
246154	3189	1026
83945	2648	1927
67824	1162	78
15369	1366	904
66626	3898	1176
78809	4179	154
100169865	1896	133
207740	1386	1965
17237	3293	3355
100503704	1531	28
66911	1269	658
72615	2483	1021
74684	2832	66
71089	2576	0
432995	478	585
66049	1392	890
74022	3352	4903
170644	6455	2752
19041	6277	6632
665119	2337	20
27426	2249	437
239691	1372	8594
208211	1759	708
70511	2140	690
268859	5481	38
68238	675	0
74720	1406	0
239706	1313	141
268860	4636	110
100861674	598	2
66690	2878	372
54128	1802	1441
52502	2849	1079
436336	524	0
252870	5427	5739
69053	4074	2317
14811	4512	0
68172	805	3
75329	2639	3
13731	3440	6586
70426	1277	29
26425	2131	486
383103	3303	32
12265	5693	59
58239	1389	1049
74374	6244	1318
100503866	2048	3
12703	1220	85
21959	550	0
19120	407	0
19119	612	0
19118	400	2
100503881	456	10
223970	3739	10
56722	2237	3617
100503907	2184	33
100043147	1984	21
20621	2904	435
106200	2977	1640
106205	3823	3629
66409	1839	1965
69918	2156	21
14852	6826	3858
100316833	78	0
21935	812	0
74478	2672	286
223978	2663	619
791359	540	0
72555	4844	1
622509	1419	0
75493	746	0
50505	6703	820
239719	8997	3779
100124432	79	0
723899	87	0
70100	2917	0
74108	2902	1159
67118	3003	936
66598	1611	125
26565	1022	4
76684	331	0
432999	2645	108
106298	3598	1129
18203	1148	789
94184	4140	9955
93734	3036	556
74482	1823	0
67254	2355	0
223989	7765	1775
723916	67	0
67203	2287	1008
17880	6632	17
66086	1422	1491
17250	5935	6983
545280	1622	0
20583	2014	143
66793	1128	170
442816	3364	0
632352	871	3
70620	5892	250
17217	3589	714
19090	12674	1054
72083	1010	293
12609	2260	4674
224008	3261	661
67451	2891	2364
433003	348	12
70120	1587	338
74006	4058	2868
224014	4024	451
18316	930	0
74066	1583	0
50525	2466	372
665562	378	7
16136	870	0
22362	768	5
21976	2959	1645
68606	4933	576
26413	5700	4585
106369	2659	55
66053	2471	1801
70458	1266	2
723816	82	0
791069	97	0
64136	1108	466
76872	3934	39
69101	1320	104
22195	2609	2353
239731	5848	4
58180	6339	175
224019	1408	84
224020	6431	3511
15160	2188	4
67474	3432	1581
12929	3863	1535
72168	2657	86
66863	3108	1593
69009	1164	526
74685	2231	453
18440	2346	463
224022	3231	1237
77626	4664	1077
72315	1278	89
94112	3383	2022
665892	523	76
224023	2618	997
224024	3302	376
433004	1119	0
80733	1105	102
13356	4080	4656
22114	1451	14
22115	1388	6
27886	2821	503
195333	725	0
13358	1678	1578
22363	429	0
53960	1371	0
13353	1262	582
19125	2283	674
65079	1874	56
66779	1536	2
27801	4868	1130
19385	852	1170
15547	3684	1157
94223	4226	660
100316814	79	0
27883	1514	268
387180	65	0
11877	4624	600
12846	2400	1624
26462	1905	236
13972	3650	117
21380	1777	1695
619305	1963	7
14724	2085	2
18951	2127	235
12741	1416	7
12544	2143	96
22230	1996	1552
72307	1232	531
18100	1055	634
15260	4534	1316
100505355	336	0
100504250	423	0
110785	320	0
404737	38	0
110787	317	2
404740	38	0
16142	351	0
110786	317	4
404739	38	0
404743	369	0
110612	349	1
258443	948	0
258458	942	0
259071	939	0
258937	939	0
258354	939	0
258158	942	0
258959	942	0
258960	945	0
239739	3343	16
108105	4872	8
68162	1126	0
239743	2405	12
75785	6683	2865
208146	7344	1561
208158	3274	5
381038	1323	738
224044	2735	0
27416	6197	967
224045	2556	1691
100504291	955	24
13544	2953	1211
11773	2057	1228
100042948	3445	86
27406	3288	1827
328643	4721	5
100316739	85	0
208624	1425	494
107522	4113	163
73047	1282	44
21762	3053	7006
208643	5417	14552
100217430	58	3
78408	2271	167
12724	3645	507
245841	787	361
21832	2512	4
12667	3275	13
625060	995	0
625123	1169	0
66561	1286	0
13845	4145	2567
328646	2450	8
209018	5032	672
100504359	639	0
72190	5164	831
74147	3010	534
100043489	3960	346
71751	6709	288
66664	1359	356
239759	3802	2318
75826	4566	2302
239760	432	37
319765	3899	1247
20462	2135	2506
100043507	207	76
100862159	453	0
104156	3822	59
110197	5506	2
671242	273	0
12970	708	0
70573	2702	645
67838	3236	2393
11625	1474	2
59083	1784	1305
94175	1737	0
385643	2522	1
16644	2900	0
13682	3174	10411
100216532	68	83
100217420	164	68
106344	1216	98
11450	1232	0
100043541	5837	1
320099	2643	4
20440	4836	486
100504504	1643	0
239766	3120	0
17174	2752	0
67775	1573	1601
20604	599	0
224055	2428	0
100862208	921	11
12053	3285	4359
68841	854	209
210126	15996	5705
624582	5159	575
723830	86	0
319487	2793	6
71338	1084	27
22061	6056	3151
100043571	2152	334
210530	2248	526
12737	3242	49
114141	1173	0
100043057	1538	0
16180	8486	1091
100504628	1588	7
239789	4084	786
239790	1268	0
224065	835	0
67501	6981	2169
100038623	815	0
14167	3287	4
100504645	1776	0
751543	109	0
239796	3080	304
27281	2915	24
268878	4535	5393
224079	4480	30
74143	6002	2137
328657	982	3
100043102	2428	89
71528	1209	68
15205	1451	12946
75531	545	0
71756	4583	2
74488	5308	0
14729	2189	22
224088	7310	11495
224090	4241	820
224092	2302	1202
224093	3075	699
268880	3111	693
78618	6493	2280
66849	4074	1219
100862313	499	0
11815	1862	15
114672	2628	0
71911	3333	996
224098	827	0
13383	5565	3691
30060	4133	3
239827	2184	5
106264	1471	356
68092	2037	1222
320213	6334	1371
224105	4099	3424
72084	990	333
66994	1701	469
224109	3559	143
328660	983	0
268882	4046	660
68980	1420	227
100316697	134	0
69576	1267	0
70238	4468	778
224111	10318	1472
277203	1257	1
100504089	534	381
100502673	1564	7
66061	631	252
13026	5194	2693
106407	1544	2
245308	1310	0
22042	4914	2728
51789	4454	3094
675921	1392	11
140474	11281	20543
224116	4283	1977
381043	520	51
100502698	5343	1446
69823	4397	2143
70144	5918	940
69707	4027	419
57808	598	1086
239833	4111	336
100316698	85	0
106326	4521	863
69150	2442	2132
100502742	747	40
22661	9431	2880
171286	3245	20
77446	4780	203
17063	2969	8
16419	3282	2382
22247	3219	540
545156	16920	438
100043670	708	9
76378	844	0
239839	4107	168
107589	7809	95
76649	586	0
278725	3755	0
100862381	1851	1
70757	3603	1027
224129	5060	26
317717	3992	840
72599	1809	581
69768	477	0
20357	4556	0
546663	240	1488
224132	4554	860
66667	4606	243
547253	7251	3111
100043217	699	27
209200	5181	1610
80285	3564	2518
16646	4022	2312
69544	1785	102
70186	635	718
381045	1225	258
209294	2731	6
268885	414	0
433016	414	0
100503125	465	9
408196	294	0
76770	528	2
20861	418	0
209324	297	0
100038854	387	0
100034684	441	0
20862	423	0
20863	412	0
12374	4534	27
12524	2539	23
106347	2878	6041
57738	4194	19911
106389	2170	629
320299	2271	673
68306	2416	62
224139	11025	9070
15163	2018	75
207215	2518	1
77782	8552	67
207227	12064	457
74197	3058	656
67657	2022	317
15233	1708	1
68194	454	131
14314	3609	232
320184	8592	7734
239845	4584	0
75175	954	0
414072	4197	59
56637	8298	3806
18171	2527	31
320214	2765	291
12856	436	684
64082	2205	20
85031	1974	6
11544	1583	780
12519	1701	91
76916	2077	509
224143	2641	1018
67846	2934	1430
12549	7722	662
56375	2300	2271
22268	1769	6775
74663	1368	0
207683	3414	112
100502943	3915	3
268890	2467	7
14432	1310	0
75722	4820	0
100503040	2530	19
170658	500	425
56490	3145	148
791329	2990	1
626693	1546	0
100124467	83	9
100043314	963	15
13490	1341	0
106248	2829	482
212153	3643	579
332175	1278	67
207798	3625	396
100499519	126	0
11964	3946	4137
72117	4526	3029
207806	12606	2754
320007	4266	1980
212514	4342	1253
212517	6583	829
117606	4428	2348
100526478	84	0
212547	2866	725
66067	1304	241
57781	1891	13
239849	1700	2
271375	1750	4
74603	2207	0
67896	3648	34
100038470	2344	1
74102	4200	980
67841	2013	1783
547267	922	30
208154	3235	19
17470	2347	120
208166	2122	0
100047671	927	0
208169	3879	0
14525	3364	5
212998	2192	106
208171	2585	0
56370	1163	0
213012	2127	230
208177	5679	240
100503378	2271	0
433022	7337	58
84544	2181	13
58998	4147	622
639644	1793	0
73693	1534	0
73703	1941	0
433023	628	1
17450	3050	23
77647	684	2
57263	696	1
57262	598	984
245195	608	4
224170	5771	302
224171	3974	206
667772	6340	0
73255	1155	0
216818	720	0
73916	2540	970
100503470	1220	0
16423	1919	3285
100503490	515	60
628951	1432	13
224180	807	14
100043404	510	0
70508	8742	2211
619312	2871	1
69339	1296	0
75211	1362	0
68190	1815	69
208650	6323	2366
100862397	709	0
11658	4959	15796
73820	712	0
239852	2589	2
100628589	67	0
80859	3878	8693
385658	6436	10
74201	8512	347
629242	3740	2
68193	679	160
66391	1350	51
271377	4999	1400
76302	2271	1079
52575	1846	564
66315	5287	667
224224	6912	24
320712	4742	6964
21787	1948	2691
239853	2701	0
56277	2698	79
100503609	674	0
69457	3067	0
28185	3778	2082
52633	1286	413
100503632	1734	21
67581	3652	1026
71027	1382	1
66497	1171	165
100503647	1106	0
78749	4044	72
12837	5110	110
73379	6487	834
54613	1593	492
328695	702	0
224247	677	0
12892	3186	1182
71223	1290	3
224250	2194	1554
259003	1089	0
259002	1164	0
259004	1029	0
258998	930	0
258999	960	0
258178	1142	0
259001	1391	0
258478	1196	0
258318	930	0
258319	1087	0
258392	924	0
258035	930	0
404309	925	0
257972	930	0
433031	921	0
259000	927	0
258775	930	0
258477	926	0
258036	921	0
404310	927	0
258996	927	0
258997	924	0
258479	921	0
258994	918	0
257881	918	0
258993	921	0
404311	918	0
328699	1456	0
75636	385	0
67014	2159	1101
224273	6544	3739
56297	1496	566
75145	549	0
13840	4213	0
106338	1344	173
68146	3524	1344
68159	1188	258
19128	3270	1033
13837	3978	19
224291	1325	0
67609	1331	919
72020	4745	1508
100861916	1138	342
106143	4320	4215
15557	2509	0
18736	876	2
68942	1838	3520
73569	3331	51
239857	9564	958
75501	376	0
224318	1118	0
74185	2846	611
52645	610	0
70972	774	0
78221	709	0
19876	7568	1448
268902	8047	115
751561	78	0
320355	2192	0
224344	2699	35
110920	4162	1488
67742	1845	19
78215	511	0
268903	4529	3184
76610	369	0
76601	1129	0
30940	4413	4286
77994	3151	20
387229	65	0
387246	94	0
723952	71	0
100862299	530	0
100503619	950	155
13052	6113	9043
12228	1389	28
67102	6160	964
75818	1880	0
78812	2211	0
246048	2530	4
19146	3726	0
78654	399	0
100039724	357	0
17968	6167	4
75247	539	0
402727	2512	0
78023	297	0
387173	65	1
27393	1850	1147
67374	4822	101
11957	758	2223
14390	4987	1534
11820	3357	13516
100038614	1654	22
224405	2035	8
11504	4886	568
75310	907	0
23794	8104	168
67768	1791	254
78913	7737	1957
53858	2104	132
74112	2921	1822
